ustime gx gy gz ax ay az
2318607461 -972 -1029 111 65 -1658 -15806
2318613906 -1063 -1055 149 84 -1740 -17185
2318620341 -791 -1292 241 769 -1199 -14897
2318626793 -970 -1389 272 715 -1530 -15932
2318633222 -935 -1616 373 263 -2152 -16800
2318639657 -758 -1685 316 -74 -1823 -14434
2318646089 -1114 -1319 252 137 -1725 -16315
2318652526 -1082 -1080 202 139 -2272 -16155
2318658952 -1051 -929 31 -249 -1723 -17007
2318665386 -932 -535 -66 5 -1769 -16431
2318671819 -876 -763 -108 480 -2033 -15610
2318678255 -1091 -915 -116 -152 -1149 -15331
2318684695 -1391 -1043 -77 348 -1380 -15309
2318691117 -1638 -813 -31 -84 -1423 -16157
2318697549 -1761 -826 -43 341 -1238 -15596
2318703981 -1901 -1098 -42 412 -2008 -15865
2318710420 -1898 -975 -28 -681 -639 -16887
2318716847 -1732 -199 -200 104 -1363 -16938
2318723282 -1461 -207 -125 -189 -2182 -16256
2318729710 -1285 -140 -154 240 -1551 -16635
2318736148 -1212 -109 -167 205 -1212 -17309
2318742579 -990 -144 -157 -817 -362 -15938
2318749016 -980 -89 -162 -129 -1119 -15792
2318755446 -1022 -96 -90 87 -696 -16361
2318761883 -913 -118 -60 109 -446 -16013
2318768319 -987 -212 -74 -30 -522 -15901
2318774755 -1080 -172 -111 150 -1420 -15849
2318781190 -1499 -220 241 -108 -67 -18035
2318787616 -1045 -96 -58 -135 314 -17114
2318794064 -818 -95 -304 101 -1108 -16454
2318800498 -828 63 -250 59 -307 -16604
2318806955 -724 -58 -291 -6 -768 -16405
2318813387 -678 -109 -303 -163 -816 -16389
2318819822 -604 -71 -502 702 -1876 -17726
2318826258 -488 -98 -190 -145 -598 -16580
2318832697 -391 -103 -136 -170 -644 -15950
2318839129 -403 -61 -168 447 -1103 -16895
2318845576 -426 -85 -137 -247 -1052 -16218
2318852007 -475 -100 -118 -109 -417 -15836
2318858451 -547 -78 -103 -209 -1152 -16001
2318864887 -495 -128 -79 -128 -806 -16347
2318871316 -476 -100 -88 -218 -1001 -16458
2318877755 -487 48 -100 92 -1373 -16882
2318884278 -360 -71 -48 -84 -911 -16065
2318890719 -348 -73 -46 -36 -457 -16035
2318897165 -396 -52 -48 -141 -416 -16041
2318903620 -418 -67 -33 -113 -193 -15916
2318910024 -417 -68 -47 -170 -624 -16328
2318916456 -349 -42 -43 -170 -794 -16348
2318922878 -318 -17 -31 -95 -355 -16171
2318929318 -294 -29 -29 -122 -703 -16368
2318935757 -202 -10 -22 8 -795 -16382
2318942195 -148 -1 -27 -52 -433 -16306
2318948632 -107 -34 -29 -69 -453 -16158
2318955076 -122 0 -1 -50 -556 -16219
2318961506 -117 -51 22 -82 -582 -16085
2318967939 -113 -71 15 -75 -518 -16152
2318974371 -109 -79 23 -92 -465 -16160
2318980808 -113 -110 7 -250 -377 -16111
2318987240 -91 -87 -6 -65 -538 -16112
2318993669 -97 -89 -13 -121 -539 -16072
2319000099 -94 -81 -5 -21 -550 -16205
2319006505 -77 -96 -20 -54 -515 -16163
2319012938 -73 -97 -31 -101 -431 -16060
2319019371 -99 -103 -23 -48 -464 -16111
2319025812 -111 -103 -42 -114 -566 -16147
2319032250 -104 -89 -50 -128 -507 -16235
2319038689 -92 -68 -47 -170 -594 -16211
2319045130 -64 -77 -55 -90 -542 -16131
2319051537 -49 -76 -52 -64 -496 -16235
2319057982 -35 -69 -45 -152 -441 -16216
2319064458 -25 -75 -50 -124 -431 -16245
2319070931 -6 -75 -62 -58 -430 -16168
2319077364 -9 -62 -48 -62 -484 -16079
2319083855 -6 -67 -55 -93 -450 -16145
2319090320 7 -67 -56 -85 -441 -16134
2319096801 1 -67 -51 -68 -468 -16145
2319103276 -2 -60 -58 -133 -420 -16088
2319109725 -41 -45 -68 -107 -1075 -16306
2319116160 -18 -42 -61 -102 -514 -16184
2319122594 -11 -51 -56 -93 -486 -16106
2319129032 -12 -56 -56 -84 -252 -16054
2319135471 -25 -54 -40 -68 -499 -16213
2319141906 -12 -59 -37 -113 -441 -16153
2319148331 -15 -56 -35 -51 -362 -16128
2319154762 -33 -67 -27 -2 -271 -16066
2319161207 -48 -73 -7 -43 -504 -16226
2319167648 -28 -83 -29 -61 -472 -16214
2319174085 -8 -82 -28 -22 -438 -16163
2319180515 -9 -83 -29 -37 -460 -16174
2319186956 -2 -95 -39 -71 -473 -16137
2319193402 4 -85 -33 -104 -476 -16192
2319199833 12 -79 -34 -50 -496 -16101
2319206268 21 -76 -45 -16 -465 -16101
2319212699 14 -76 -46 -92 -407 -16146
2319219123 10 -64 -39 -132 -384 -16110
2319225669 -3 -73 -58 -85 -80 -15861
2319232110 -25 -72 -57 -125 -264 -16164
2319238552 -5 -59 -46 -102 -404 -16171
2319245004 20 -61 -54 -90 -406 -16139
2319251438 22 -69 -61 -80 -406 -16171
2319257841 27 -72 -47 -24 -420 -16174
2319264275 28 -79 -47 -156 -408 -16077
2319270709 28 -89 -58 -78 -373 -16147
2319277166 29 -83 -45 -62 -112 -16038
2319283618 -31 -88 -20 -84 -682 -16218
2319290053 16 -95 -39 -119 -397 -16142
2319296505 20 -84 -39 -146 -383 -16195
2319302942 18 -79 -39 -86 -429 -16141
2319309380 24 -82 -51 -127 -453 -16135
2319315813 26 -67 -47 -68 -422 -16172
2319322247 20 -63 -47 -48 -382 -16137
2319328682 24 -61 -62 -119 -415 -16188
2319335113 19 -56 -52 -79 -453 -15876
2319341542 17 -54 -48 -57 -429 -16187
2319347972 26 -65 -54 -20 -431 -16170
2319354406 28 -69 -45 -63 -414 -16176
2319360843 34 -69 -45 -57 -383 -16149
2319367247 38 -82 -50 -77 -414 -16167
2319373673 37 -76 -48 -70 -429 -16129
2319380106 31 -66 -34 -61 -424 -16176
2319386563 43 -82 -43 -125 -380 -16118
2319392999 38 -75 -43 -96 -407 -16109
2319399438 36 -64 -38 -111 -415 -16099
2319405878 42 -76 -52 -53 -304 -16106
2319412313 -45 -70 -33 -124 -632 -16433
2319418715 5 -75 -27 -119 -437 -16177
2319425152 16 -87 -44 -95 -413 -16183
2319431587 31 -89 -40 -85 -404 -16118
2319438021 28 -67 -41 -80 -356 -16084
2319444451 34 -71 -52 -93 -380 -16138
2319450886 29 -71 -60 -43 -414 -16083
2319457321 34 -60 -46 -91 -428 -16110
2319463723 38 -59 -51 -115 -406 -16107
2319470149 39 -67 -62 -51 -411 -16141
2319476577 37 -61 -60 -46 -412 -16148
2319482977 34 -66 -49 -59 -399 -16166
2319489405 31 -84 -55 -43 -394 -16149
2319495836 27 -75 -44 -90 -350 -16144
2319502273 26 -61 -51 -66 -397 -16108
2319508713 27 -71 -57 -14 -411 -16172
2319515151 30 -61 -45 -54 -379 -16151
2319521557 32 -63 -46 -111 -370 -16161
2319527988 40 -65 -62 -95 -391 -16188
2319534393 37 -68 -48 -49 -391 -16155
2319540821 33 -58 -42 -74 -413 -16144
2319547250 39 -75 -44 -55 -383 -16194
2319553694 37 -72 -44 -62 -355 -16145
2319560129 33 -66 -35 -120 -389 -16122
2319566563 38 -81 -44 -41 -375 -16138
2319573082 35 -73 -43 -63 -371 -16144
2319579520 36 -62 -30 -85 -336 -16108
2319585975 10 -75 -12 -153 -900 -16285
2319592426 21 -68 -39 -118 -413 -16143
2319598905 32 -58 -39 -97 -411 -16148
2319605364 32 -57 -55 -54 -382 -16111
2319611770 36 -59 -55 -81 -357 -16112
2319618204 28 -56 -47 -52 -339 -16098
2319624649 18 -67 -41 -58 -397 -16182
2319631089 35 -82 -53 -76 -375 -16151
2319637522 32 -79 -45 -37 -355 -16184
2319643957 38 -84 -50 -52 -379 -16128
2319650358 44 -91 -49 -63 -391 -16135
2319656792 37 -85 -38 -79 -385 -16111
2319663221 40 -86 -46 -109 -362 -16138
2319669655 44 -85 -62 -111 -390 -16175
2319676082 36 -70 -47 -62 -393 -16093
2319682511 38 -66 -47 -102 -348 -16139
2319688945 37 -65 -50 -73 -358 -16140
2319695372 39 -56 -46 -111 -373 -16168
2319701772 43 -51 -52 -54 -375 -16160
2319708199 46 -59 -59 -65 -387 -16143
2319714627 46 -56 -53 -68 -389 -16115
2319721066 42 -54 -40 -91 -372 -16191
2319727501 41 -65 -52 -74 -357 -16131
2319733958 43 -67 -41 -69 -400 -16128
2319740397 35 -70 -35 -19 -402 -16125
2319746846 41 -80 -50 -74 -360 -16153
2319753281 40 -80 -42 -93 -388 -16151
2319759715 34 -73 -35 -72 -359 -16160
2319766147 43 -81 -44 -111 -370 -16150
2319772580 45 -78 -43 -107 -385 -16152
2319779013 43 -68 -41 -113 -375 -16143
2319785416 51 -85 -47 -95 -386 -16120
2319791811 46 -82 -47 -69 -386 -16178
2319798238 40 -80 -41 -74 -383 -16141
2319804666 44 -77 -47 -58 -352 -16155
2319811065 5 -89 -7 -173 -831 -15998
2319817488 20 -85 -22 -48 -424 -16195
2319823903 36 -71 -49 -29 -401 -16158
2319830337 39 -75 -60 -85 -366 -16155
2319836765 40 -73 -48 -87 -381 -16146
2319843165 43 -75 -54 -53 -419 -16115
2319849596 44 -81 -60 -44 -357 -16172
2319856021 39 -73 -43 -58 -361 -16174
2319862451 39 -73 -46 -45 -367 -16151
2319868885 38 -79 -46 -67 -395 -16151
2319875289 38 -78 -40 -67 -373 -16114
2319881684 43 -60 -41 -81 -369 -16109
2319888112 44 -70 -51 -93 -374 -16121
2319894550 44 -63 -46 -46 -341 -16089
2319900951 42 -57 -45 -41 -357 -16108
2319907380 39 -71 -51 -50 -424 -16125
2319913812 41 -72 -47 -59 -376 -16138
2319920340 41 -68 -37 -98 -347 -16350
2319926797 49 -83 -47 -48 -368 -16120
2319933234 42 -83 -46 -50 -391 -16118
2319939671 37 -80 -35 -75 -365 -16204
2319946106 42 -86 -48 -63 -363 -16120
2319952540 43 -72 -48 -88 -320 -16123
2319958977 31 -58 -38 -60 -363 -16208
2319965417 42 -66 -49 -78 -368 -16165
2319971852 47 -64 -53 -104 -325 -16175
2319978290 42 -60 -45 -71 -360 -16170
2319984728 41 -72 -50 -118 -391 -16152
2319991165 45 -91 -46 -48 -363 -16171
2319997593 45 -79 -43 -87 -356 -16147
2320004030 46 -94 -51 -77 -382 -16126
2320010466 50 -97 -50 -50 -368 -16121
2320016900 44 -85 -39 -30 -393 -16050
2320023336 43 -89 -41 -99 -360 -16130
2320029766 48 -93 -53 -76 -312 -16122
2320036197 45 -73 -39 -116 -357 -16113
2320042631 40 -73 -49 -30 -377 -16118
2320049075 49 -72 -55 -97 -354 -16168
2320055521 45 -63 -42 -80 -345 -16189
2320061957 43 -63 -46 -65 -348 -16178
2320068398 45 -71 -59 -34 -424 -16139
2320074837 44 -72 -41 -64 -383 -16135
2320081270 40 -62 -42 -47 -352 -16120
2320087703 44 -85 -49 -77 -364 -16160
2320094114 45 -81 -42 -77 -394 -16124
2320100538 37 -68 -42 -67 -396 -16166
2320106973 47 -77 -48 -77 -377 -16176
2320113400 43 -80 -46 -89 -357 -16114
2320119805 45 -76 -35 -63 -340 -16161
2320126222 42 -84 -49 -92 -403 -16176
2320132652 47 -86 -43 -86 -349 -16173
2320139081 43 -76 -30 -57 -353 -16134
2320145521 47 -79 -46 -97 -349 -16126
2320151953 48 -78 -46 -99 -381 -16111
2320158400 44 -64 -30 -55 -399 -16125
2320164838 42 -76 -41 -44 -409 -16182
2320171270 46 -82 -44 -77 -377 -16151
2320177704 41 -70 -38 -105 -394 -16104
2320184142 48 -75 -47 -64 -371 -16137
2320190592 50 -83 -56 -66 -390 -16185
2320197029 45 -77 -45 -60 -386 -16136
2320203468 38 -78 -49 -51 -402 -16146
2320209923 47 -80 -60 -123 -383 -16143
2320216328 48 -69 -45 -64 -344 -16138
2320222770 48 -71 -50 -131 -418 -16133
2320229211 53 -82 -47 -73 -357 -16144
2320235651 50 -78 -46 -49 -349 -16167
2320242092 48 -75 -48 -48 -366 -16098
2320248530 50 -81 -53 -45 -347 -16132
2320254936 40 -76 -46 -81 -387 -16110
2320261366 40 -71 -41 -78 -369 -16139
2320267940 48 -74 -51 -49 -376 -16146
2320274403 42 -70 -39 -67 -316 -16118
2320280865 41 -64 -40 -95 -346 -16187
2320287311 46 -73 -50 -53 -363 -16159
2320293753 43 -71 -45 -98 -375 -16063
2320300186 38 -60 -42 -76 -347 -16087
2320306626 44 -78 -52 -85 -383 -16124
2320313066 44 -81 -43 -87 -395 -16151
2320319505 40 -74 -39 -54 -306 -16122
2320325944 46 -78 -44 -81 -391 -16129
2320332387 43 -82 -41 -5 -374 -16114
2320338829 40 -69 -37 -60 -368 -16116
2320345270 43 -81 -46 -48 -365 -16198
2320351713 52 -79 -36 -65 -363 -16121
2320358150 46 -68 -34 -39 -351 -16140
2320364557 47 -79 -44 -32 -325 -16177
2320370985 49 -86 -51 -83 -349 -16128
2320377416 50 -69 -37 -45 -380 -16137
2320383861 45 -71 -55 -66 -378 -16155
2320390297 48 -82 -48 -55 -337 -16092
2320396735 46 -75 -47 -93 -354 -16150
2320403143 43 -67 -41 -64 -364 -16141
2320409576 46 -82 -55 -98 -354 -16161
2320416020 45 -70 -48 -74 -389 -16146
2320422461 47 -65 -52 -81 -337 -16151
2320428898 52 -72 -60 -64 -342 -16134
2320435310 46 -59 -48 -76 -374 -16098
2320441746 48 -63 -46 -43 -382 -16154
2320448178 52 -72 -50 -93 -318 -16126
2320454616 49 -62 -45 -103 -370 -16127
2320461050 49 -66 -40 -51 -348 -16124
2320467486 50 -79 -48 -43 -400 -16163
2320473927 48 -80 -48 -54 -373 -16150
2320480365 43 -73 -39 -44 -352 -16180
2320486798 45 -82 -40 -68 -358 -16181
2320493232 46 -79 -40 -89 -348 -16133
2320499636 38 -82 -26 -85 -385 -16132
2320506074 50 -80 -47 -73 -343 -16195
2320512511 47 -80 -43 -101 -346 -16106
2320518949 48 -66 -39 -117 -366 -16129
2320525383 49 -69 -49 -48 -412 -16103
2320531825 46 -65 -47 -90 -321 -16131
2320538264 44 -62 -39 -128 -322 -16165
2320544703 50 -67 -48 -98 -359 -16156
2320551143 51 -72 -54 -56 -416 -16143
2320557585 47 -65 -47 -39 -334 -16120
2320564024 52 -74 -59 -26 -372 -16128
2320570461 47 -90 -52 -7 -376 -16134
2320576898 54 -81 -49 -68 -359 -16065
2320583331 49 -87 -49 -44 -358 -16195
2320589771 57 -102 -47 -102 -326 -16122
2320596222 56 -96 -42 -114 -381 -16176
2320602663 54 -91 -43 -82 -335 -16128
2320609103 60 -85 -56 -65 -357 -16158
2320615654 55 -88 -39 -111 -368 -16118
2320622095 57 -81 -41 -80 -379 -16121
2320628538 63 -79 -55 -78 -343 -16135
2320634976 61 -75 -46 -89 -365 -16159
2320641411 62 -68 -36 -38 -380 -16141
2320647850 63 -85 -44 -67 -320 -16180
2320654295 68 -72 -42 -79 -382 -16085
2320660734 66 -63 -37 -85 -345 -16165
2320667178 78 -70 -45 -23 -375 -16140
2320673618 81 -71 -46 -57 -379 -16146
2320680051 80 -73 -36 -95 -372 -16216
2320686509 92 -70 -50 -99 -347 -16216
2320692948 106 -71 -45 -104 -402 -16187
2320699380 118 -58 -41 -64 -499 -16198
2320705821 242 -89 -22 -59 -204 -15762
2320712258 215 -54 -46 -56 -357 -16207
2320718716 221 -61 -53 -47 -370 -16221
2320725153 252 -68 -86 9 -489 -16275
2320731594 301 -72 -123 28 -486 -16336
2320738028 368 -44 -185 21 -432 -16355
2320744464 423 -65 -254 10 -425 -16331
2320750896 474 -85 -333 154 -367 -16453
2320757334 620 -142 -361 599 326 -16142
2320763745 717 88 -562 72 -800 -16713
2320770179 859 131 -663 -215 -413 -16411
2320776615 936 426 -799 -214 -681 -16471
2320783018 1025 388 -634 -167 -701 -16693
2320789414 1168 912 -1243 -3147 -300 -17300
2320795860 1506 154 -2181 -887 -739 -16178
2320802295 1592 -144 -1867 -1135 147 -16345
2320808734 1749 -139 -1873 -647 -43 -17406
2320815176 2112 -269 -2165 -682 64 -17924
2320821610 2439 56 -2422 -366 109 -17608
2320828054 3019 -540 -2299 1713 -785 -19145
2320834491 1859 -1327 -1670 1335 -809 -20357
2320840929 917 -1813 -1122 1558 -973 -22622
2320847363 1588 -1991 -805 1906 -916 -23251
2320853804 2632 -2297 -79 620 -2335 -23048
2320860245 3156 -2835 90 -730 -2331 -21830
2320866665 3493 -3601 359 -1363 -2425 -21960
2320873099 4240 -4876 623 -1216 -3759 -22316
2320879538 4920 -7258 1479 3554 94 -16059
2320885980 4668 -9699 2960 1131 -91 -17225
2320892411 4924 -11737 3823 124 -661 -16900
2320898853 4306 -11188 3354 475 -21 -15042
2320905289 3546 -10447 2750 -1617 -1425 -16131
2320911736 3434 -9365 1884 -484 -1213 -14728
2320918167 3280 -8875 1666 -3111 -2179 -15501
2320924608 3216 -8896 1525 -3553 -2541 -14991
2320931052 3268 -9505 1646 -5145 -1415 -14917
2320937485 3256 -10000 1920 -5092 -3202 -16397
2320944014 3888 -10668 1932 -5971 -3540 -15044
2320950460 4170 -10344 1378 -4970 -3909 -15596
2320956899 4639 -10245 1500 -5758 -3568 -15178
2320963332 4794 -10246 1213 -5284 -3383 -14112
2320969772 4407 -10406 1273 -8232 -4404 -13872
2320976221 4126 -10559 1342 -7512 -3956 -13675
2320982655 3959 -10802 1366 -7412 -3909 -12786
2320989093 3751 -10927 1230 -7063 -4046 -11055
2320995524 3236 -10493 1673 -6593 -2241 -9208
2321001957 2318 -10313 1799 -5913 -3848 -10872
2321008399 2432 -10234 1672 -5635 -3813 -9882
2321014836 2305 -9808 1289 -5375 -3662 -9598
2321021275 1840 -9363 1418 -5711 -3818 -10363
2321027712 1651 -8828 1120 -3993 -3909 -10536
2321034151 1041 -9153 1483 -4037 -4273 -9821
2321040585 29 -9955 2086 -4963 -4284 -12184
2321047023 -233 -9780 1571 -8775 -4214 -12304
2321053431 -73 -9976 867 -6700 -3446 -6348
2321059833 -902 -11976 1381 -5413 -2964 -8417
2321066262 -1984 -13313 2655 -8602 -3842 -9966
2321072694 -2331 -13923 2700 -8512 -4262 -10341
2321079129 -2997 -14010 2621 -12580 -5082 -12237
2321085574 -2978 -14129 1981 -11472 -3268 -12471
2321092011 -1984 -13761 1452 -12719 -2440 -13158
2321098451 -354 -12590 652 -9989 -1702 -9739
2321104892 187 -11979 1086 -11008 -2310 -7110
2321111324 -491 -12573 1452 -7569 -2193 -7498
2321117763 -998 -14533 2877 -7997 -2263 -6988
2321124204 -1872 -16594 4030 -10232 -1787 -6391
2321130644 -2786 -16891 3778 -12222 -2931 -6860
2321137092 -3403 -15016 3117 -14504 -2692 -6453
2321143526 -4358 -11649 2231 -16024 -1870 -7921
2321149986 -4484 -9186 1092 -12133 -1417 -9656
2321156424 -4332 -6869 968 -12376 -1837 -10240
2321162864 -4230 -7324 739 -13149 -2873 -12480
2321169303 -3153 -7851 290 -12502 -1791 -11417
2321175760 -1713 -8067 198 -12783 -1314 -10048
2321182201 -1998 -7831 819 -13575 -1776 -5595
2321188667 -3505 -7789 1601 -14675 -1098 -4422
2321195108 -5736 -7931 1921 -15153 -932 509
2321201548 -8471 -6762 2220 -14593 -1069 -2002
2321207984 -11140 -6022 2352 -15183 -747 -4109
2321214420 -12021 -5393 2105 -14924 -51 -7235
2321220856 -11879 -4782 1627 -13191 -48 -8414
2321227297 -11396 -3822 1667 -18301 -2899 -22769
2321233745 -8068 -5960 809 -15959 1115 -18201
2321240187 -5069 -7207 -171 -16139 -920 -6332
2321246616 -4465 -5466 -552 -13887 237 -3634
2321253056 -5178 -4905 -637 -13940 933 -3039
2321259576 -6045 -4371 -969 -10972 1064 -2015
2321266019 -7041 -3975 29 -12257 194 -2579
2321272457 -7485 -4349 537 -14403 838 -6635
2321278898 -6627 -4380 756 -15457 -145 -9310
2321285368 -4997 -3903 576 -16275 -1173 -9089
2321291811 -3458 -2929 130 -14624 -504 -6835
2321298247 -3244 -2273 -73 -14644 277 -4973
2321304689 -3508 -1883 -348 -16149 -162 -3618
2321311134 -3034 -2829 -773 -18098 -920 -4938
2321317545 -2206 -3826 -784 -15236 -575 -6743
2321323980 -2154 -3731 -636 -14281 -322 -6627
2321330417 -2176 -3213 -1185 -15951 -1385 -6181
2321336855 -1641 -3529 -1354 -15406 -1633 -6004
2321343302 -1064 -4050 -1455 -15674 -193 -4573
2321349742 -1192 -4785 -1630 -15079 595 -3722
2321356177 -1420 -5050 -1552 -15167 723 -3480
2321362623 -1343 -5721 -1482 -15988 390 -3609
2321369061 -1106 -6125 -1262 -16427 192 -3921
2321375497 -847 -6007 -876 -15992 -380 -4359
2321381931 -575 -5667 -536 -16142 -712 -3986
2321388371 -594 -5141 -518 -16171 -602 -3223
2321394812 -858 -4693 -598 -16014 -580 -3299
2321401215 -989 -3984 -743 -15688 -401 -3807
2321407650 -698 -3654 -830 -15719 -505 -3523
2321414091 -521 -3634 -837 -15633 -291 -2909
2321420524 -423 -3765 -961 -16162 -436 -2125
2321426956 -513 -3419 -1418 -16383 -433 -2464
2321433392 -455 -2937 -1619 -17304 -748 -1994
2321439827 -816 -2778 -1372 -16788 -1026 -903
2321446235 -1423 -2622 -2370 -18526 435 -913
2321452666 -2291 -4151 -3201 -18541 -54 -1423
2321459100 -2233 -4236 -1758 -19594 -133 -2823
2321465537 -1700 -3853 572 -18357 176 -2866
2321471976 -895 -3563 1933 -17634 61 -1872
2321478413 -866 -3486 1328 -16391 -621 -1183
2321484852 -1353 -3519 1005 -15885 -741 -1554
2321491295 -1967 -4170 1132 -15805 -693 -1681
2321497733 -2114 -4525 1247 -15294 -223 -1684
2321504176 -1910 -4088 783 -14945 117 -2005
2321510613 -1302 -3516 55 -14772 -158 -1973
2321517060 -713 -2846 -517 -14898 -255 -1314
2321523495 -245 -2268 -706 -15479 -574 -966
2321529957 -433 -1913 -609 -15906 -435 -1102
2321536405 -720 -1492 -587 -16141 -538 -1578
2321542839 -797 -1695 -478 -16375 -418 -889
2321549278 -799 -1742 -474 -16903 -82 -318
2321555709 -679 -1698 -221 -17662 195 -51
2321562150 -69 -1756 127 -18267 574 712
2321568607 1774 -1673 592 -17760 1013 1757
2321575050 1717 -1024 659 -17187 562 636
2321581582 1230 -778 930 -17696 -142 -693
2321588023 1213 -1382 1068 -16945 508 -1094
2321594455 1252 -1879 738 -15757 -601 272
2321600860 798 -1379 448 -15331 52 -535
2321607290 778 -924 94 -15651 -319 -1258
2321613748 846 -828 504 -15001 -807 -808
2321620189 643 -491 435 -15163 -764 -1159
2321626632 539 -817 263 -15073 -503 -899
2321633072 277 -1072 109 -15179 -773 -807
2321639508 -194 -1239 463 -13021 -1259 288
2321645942 -621 -995 1619 -18864 794 -765
2321652375 -688 -1727 914 -18917 -281 -552
2321658810 -728 -1593 315 -17737 -597 -653
2321665264 -529 -1392 651 -17665 -344 -433
2321671705 -449 -246 2132 -19900 160 27
2321678146 -333 -757 1938 -19622 222 -99
2321684581 -173 -1286 909 -15661 -625 -644
2321691020 -18 -258 1932 -17884 96 113
2321697427 -54 -343 1393 -17002 168 211
2321703862 -161 -231 1051 -13185 -561 -139
2321710308 -44 149 1348 -16535 321 224
2321716739 24 -498 496 -15953 276 -259
2321723172 161 -520 315 -15630 311 -207
2321729571 301 -409 651 -15951 491 61
2321736022 245 -310 522 -17265 749 122
2321742462 91 -431 -50 -16674 210 -223
2321748899 23 -17 -59 -16543 354 24
2321755311 -62 436 491 -18455 535 538
2321761745 -179 -61 3 -17699 732 158
2321768179 -194 -503 -274 -17015 562 5
2321774583 -181 -563 -208 -17036 652 125
2321781011 -221 -613 -165 -17181 552 19
2321787443 -192 -700 -207 -16827 472 64
2321793879 -206 -665 -266 -16335 392 490
2321800323 -335 -620 -396 -15925 -96 793
2321806765 -528 -834 -1029 -15392 832 478
2321813206 -689 -668 -766 -16159 742 105
2321819647 -296 -1149 -395 -16435 744 357
2321826087 -359 -1365 15 -16821 503 516
2321832491 -265 -1491 101 -17153 325 447
2321838929 -268 -1456 226 -17504 368 35
2321845364 -292 -1401 330 -17813 394 -379
2321851801 -337 -1161 355 -17502 116 -814
2321858240 -266 -511 173 -17314 72 -840
2321864673 -126 -48 -11 -17133 46 -86
2321871110 -40 177 -133 -16708 56 516
2321877549 -54 233 -193 -16398 47 990
2321883989 -65 153 -283 -16274 70 1239
2321890431 -30 -20 -358 -16060 84 1223
2321896846 49 -100 -337 -15831 195 954
2321903277 109 -193 -303 -15629 254 985
2321909711 122 -177 -239 -14764 141 863
2321916112 90 259 140 -15385 382 749
2321922628 117 188 42 -16867 313 795
2321929067 183 -317 -241 -16520 139 561
2321935529 142 -267 -229 -16761 214 530
2321941969 72 -182 -279 -17495 200 282
2321948412 72 -310 -488 -17305 47 221
